# the q's: q1 = 0.980340, q2 = 0.082124, q3 = 0.000000 
#  mag[:,0] = mi[0], mag[:,1] = mi[1], mag[2] = mr[2] B-Feld = 21.231000 
#  
9.803402260037347160e-01,8.212353741613104274e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.669619590229512340e+00
4.923360671142847700e+00,3.419912603480724123e+00,-5.580999547600499433e+00
3.791604101394092097e-01,4.386950924115998185e-02,-4.160823997754315995e-01
-2.505929579189593581e-01,-1.638668429151880490e-01,2.810295446199985725e-01
-2.072052099929044544e-01,-5.326023776628152628e-02,1.967760048407415363e-01
-2.136686476807932167e-01,2.308220245396326933e-02,1.926049907117243221e-01
-5.439712069659372040e-02,-3.674594286855934616e-02,5.901821247312761393e-02
1.601137661719165967e-02,2.108617942206344326e-03,-1.167054343301057728e-02
2.339725791490479198e-02,8.929195317873188723e-03,-1.843140026375045606e-02
3.010622318595785121e-02,-3.667398700209406615e-03,-2.227611806587463314e-02
1.464855499598169061e-02,9.835732887696919252e-03,-1.797326406135855287e-02
